smiles,pic50,scaffold,n_measurements,logS
CC(CO)(NCc1ccc(C(F)(F)F)c(C=Cc2cccc(-c3ccccc3)c2F)c1)C(=O)O,6.75,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.301321029663086
CC(NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1)C(=O)O,8.5,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.750986576080322
CC(NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1)C(=O)O,8.28,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.099257946014404
CC(NCc1ccc(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1)C(=O)O,6.75,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.705193519592285
CC(NCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1)C(=O)O,7.36,c1cc(Nc2nsc3ccccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.443205833435059
CC(O)C(NC(=O)NC(CC(N)=O)C1NC(C(N)CO)=NO1)C(=O)O,7.77,C1=NOCN1,1,-0.8017662167549133
CC(O)C(NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCC1CC1)C(=O)O,7.99,c1ccc(-c2cccc(COc3cccc(OCC4CC4)c3)c2)cc1,1,-7.326340675354004
CC(O)C(NCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2Br)cc1OCc1cccc(C#N)c1)C(=O)O,7.74,c1ccc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)cc1,1,-6.878641605377197
CC(O)C(NCc1ccc(OCc2cccc(-c3ccccc3)c2Br)c([N+](=O)[O-])c1)C(=O)O,6.45,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.6667866706848145
CC(O)C(NCc1ccc(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1)C(=O)O,6.87,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.469627380371094
CC(c1ccc(O)cc1)c1ccc(O)cc1,7.77,c1ccc(Cc2ccccc2)cc1,1,-3.207688808441162
CC1(O)CCN(Cc2ccc3c(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)nsc3c2)C1,7.01,c1cc(Nc2nsc3cc(CN4CCCC4)ccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.517303943634033
CC1(O)CCN(Cc2ccc3snc(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)c3c2)C1,6.75,c1cc(Nc2nsc3ccc(CN4CCCC4)cc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.406743049621582
CC1=NC2C=C(c3cccc(C=Cc4cc(CNC(C)(CO)C(=O)O)ccc4C(F)(F)F)c3C)C=CC2O1,6.27,C1=CC2OC=NC2C=C1c1cccc(C=Cc2ccccc2)c1,1,-5.72243595123291
CC1=NN(c2ccccn2)C(=O)C1,7.04,O=C1CC=NN1c1ccccn1,1,-1.9396134614944456
CC1COCCN1c1cc(C2(C)CCCS2(=O)=O)nc(-c2ccnc3[nH]ccc23)n1,8.22,O=S1(=O)CCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.432393789291382
CC1COCCN1c1cc(C2CCCCS2(=O)=O)nc(-c2ccnc3[nH]ccc23)n1,8.1,O=S1(=O)CCCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.4384677410125732
CC1COCCN1c1cc(C2CCCN(C)C2=O)nc(-c2ccnc3[nH]ccc23)n1,7.33,O=C1NCCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.3710882663726807
CC1COCCN1c1cc(C2CCCN(S(C)(=O)=O)C2)nc(-c2ccnc3[nH]ccc23)n1,8.15,c1cc(-c2nc(C3CCCNC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.071489095687866
CC1COCCN1c1cc(C2CCCS2(=O)=O)nc(-c2cc(Cl)nc3[nH]ccc23)n1,7.51,O=S1(=O)CCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.615884780883789
CC1COCCN1c1cc(C2CCCS2(=O)=O)nc(-c2ccnc3[nH]ccc23)n1,7.8,O=S1(=O)CCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.2325708866119385
CC1COCCN1c1cc(C2CCN(C(=O)C3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,7.66,O=C(C1CC1)N1CCC(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,-3.378424882888794
CC1COCCN1c1cc(C2CCN(C(=O)CC3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,7.8,O=C(CC1CC1)N1CCC(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,-3.4296743869781494
CC1COCCN1c1cc(C2CCN(C(=O)OCC3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,7.77,O=C(OCC1CC1)N1CCC(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,-3.628769874572754
CC1COCCN1c1cc(C2CCN(C)C2=O)nc(-c2ccnc3[nH]ccc23)n1,7.32,O=C1NCCC1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.061476469039917
CC1COCCN1c1cc(C2CCN(S(=O)(=O)C3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,8.3,O=S(=O)(C1CC1)N1CCC(c2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,-3.388033866882324
CC1COCCN1c1cc(C2CCN(S(C)(=O)=O)C2)nc(-c2ccnc3[nH]ccc23)n1,8.1,c1cc(-c2nc(C3CCNC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.046396017074585
CC1COCCN1c1cc(C2CCN(S(C)(=O)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,8.4,c1cc(-c2nc(C3CCNCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.135995864868164
CC1COCCN1c1cc(C2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,7.77,c1cc(-c2nc(C3CCOCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.460675001144409
CC1COCCN1c1cc(N2CCCN(C(C)C)S2(=O)=O)nc(-c2ccnc3[nH]ccc23)n1,8.15,O=S1(=O)NCCCN1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.4536092281341553
CC1COCCN1c1cc(N2CCCN(C)S2(=O)=O)nc(-c2cc(Cl)nc3[nH]ccc23)n1,7.28,O=S1(=O)NCCCN1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.38330340385437
CC1COCCN1c1cc(N2CCCN(C)S2(=O)=O)nc(-c2ccnc3[nH]ccc23)n1,8.3,O=S1(=O)NCCCN1c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.1833107471466064
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2cc(N)nc(Cl)c2)n1,7.51,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1CC1,1,-3.823969841003418
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2ccc(N)nc2)n1,6.94,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2cccnc2)n1)C1CC1,1,-2.9506070613861084
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2ccnc(N)c2)n1,7.32,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1CC1,1,-2.9130825996398926
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2ccnc3[nH]ccc23)c1,8.4,O=[SH](=Nc1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1)C1CC1,1,-3.6430912017822266
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2ccnc3[nH]ccc23)n1,9.0,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)C1CC1,1,-3.691743850708008
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2cncc3[nH]ccc23)c1,8.22,O=[SH](=Nc1cc(N2CCOCC2)cc(-c2cncc3[nH]ccc23)n1)C1CC1,1,-3.6205921173095703
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-c2cncc3[nH]ccc23)n1,8.8,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2cncc3[nH]ccc23)n1)C1CC1,1,-3.6709580421447754
CC1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(-n2cnc3ccccc32)n1,9.52,O=[SH](=Nc1cc(N2CCOCC2)nc(-n2cnc3ccccc32)n1)C1CC1,1,-4.093259811401367
CC1COCCN1c1cc(N=S(C)(=O)C2CCC2)nc(-c2ccnc3[nH]ccc23)n1,8.4,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)C1CCC1,1,-3.6938316822052
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2cc(N)nc(Cl)c2)n1,6.98,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1COC1,1,-3.3522050380706787
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2ccnc(N)c2)n1,6.82,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccncc2)n1)C1COC1,1,-2.722163438796997
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2ccnc3[nH]ccc23)c1,7.92,O=[SH](=Nc1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1)C1COC1,1,-3.687025547027588
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2ccnc3[nH]ccc23)n1,8.4,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)C1COC1,1,-3.51168155670166
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2cncc3[nH]ccc23)c1,7.62,O=[SH](=Nc1cc(N2CCOCC2)cc(-c2cncc3[nH]ccc23)n1)C1COC1,1,-3.685150146484375
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-c2cncc3[nH]ccc23)n1,8.52,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2cncc3[nH]ccc23)n1)C1COC1,1,-3.5287516117095947
CC1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(-n2cnc3ccccc32)n1,9.15,O=[SH](=Nc1cc(N2CCOCC2)nc(-n2cnc3ccccc32)n1)C1COC1,1,-3.782761812210083
CC1COCCN1c1cc(N=S(C)(=O)c2cccnc2)nc(-c2ccnc3[nH]ccc23)n1,7.77,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)c1cccnc1,1,-4.1217193603515625
CC1COCCN1c1cc(N=S(C)(=O)c2cnn(C)c2)nc(-c2ccnc3[nH]ccc23)n1,7.58,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)c1cn[nH]c1,1,-3.8539016246795654
CC1COCCN1c1cc(N=S(C)(=O)c2cnn(C)n2)nc(-c2ccnc3[nH]ccc23)n1,7.58,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)c1cn[nH]n1,1,-3.463163375854492
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2c(F)cnc3[nH]ccc23)n1,7.58,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.921163558959961
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(C#N)nc3[nH]ccc23)n1,7.17,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.88201355934143
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(Cl)nc3[nH]ccc23)c1,7.52,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1,1,-3.871282815933227
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(Cl)nc3[nH]ccc23)n1,8.1,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.9701292514801025
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(F)cc3[nH]ccc23)c1,8.4,c1cc(-c2cc(N3CCOCC3)ccn2)c2cc[nH]c2c1,1,-3.866361618041992
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(F)cc3[nH]ccc23)n1,8.7,c1cc(-c2nccc(N3CCOCC3)n2)c2cc[nH]c2c1,1,-3.932947874069214
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(F)cc3[nH]ncc23)n1,7.57,c1cc(-c2nccc(N3CCOCC3)n2)c2cn[nH]c2c1,1,-3.728728771209717
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(N)nc(C#N)c2)n1,6.74,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-3.283001184463501
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(N)nc(C(N)=O)c2)n1,6.8,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.437788486480713
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(N)nc(C3CC3)c2)n1,7.85,c1cc(-c2nccc(N3CCOCC3)n2)cc(C2CC2)n1,1,-3.1653451919555664
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc(N)nc(Cl)c2)n1,6.98,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-3.2970144748687744
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cc[nH]n2)n1,6.32,c1cc(N2CCOCC2)nc(-c2cc[nH]n2)n1,1,-2.594811201095581
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccc(N)nc2)n1,6.87,c1cncc(-c2nccc(N3CCOCC3)n2)c1,1,-2.7665231227874756
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc(O)c2)n1,7.14,c1ccc(-c2nccc(N3CCOCC3)n2)cc1,1,-2.754819869995117
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3[nH]ccc23)c1,7.92,c1cc(-c2cc(N3CCOCC3)ccn2)c2cc[nH]c2c1,1,-3.8077359199523926
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3[nH]ccc23)n1,8.52,c1cc(-c2nccc(N3CCOCC3)n2)c2cc[nH]c2c1,1,-3.892016887664795
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3[nH]cnc23)c1,8.1,c1cc(-c2cc(N3CCOCC3)ccn2)c2nc[nH]c2c1,1,-3.716358184814453
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3[nH]cnc23)n1,7.77,c1cc(-c2nccc(N3CCOCC3)n2)c2nc[nH]c2c1,1,-3.7356247901916504
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3[nH]ncc23)n1,7.51,c1cc(-c2nccc(N3CCOCC3)n2)c2cn[nH]c2c1,1,-3.6902623176574703
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccc3nccn23)n1,6.61,c1cc(-c2nccc(N3CCOCC3)n2)n2ccnc2c1,1,-3.398127555847168
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cccnc2)n1,6.68,c1cncc(-c2nccc(N3CCOCC3)n2)c1,1,-2.649121046066284
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc(N)c2)c1,6.43,c1cc(-c2cc(N3CCOCC3)ccn2)ccn1,1,-2.7459864616394043
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc(N)c2)n1,6.68,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.6982502937316895
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc(N)n2)n1,6.23,c1cc(-c2nccc(N3CCOCC3)n2)ncn1,1,-2.332425832748413
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc(O)c2)n1,6.09,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.694119691848755
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]c(C#N)cc23)n1,7.06,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-4.0896992683410645
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]c(C(F)(F)F)nc23)n1,5.97,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]cnc23)n1,1,-3.989277839660645
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]c(C4CC4)cc23)n1,6.39,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]c(C4CC4)cc23)n1,1,-4.2598876953125
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]c(OCC(F)(F)F)cc23)n1,6.5,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-4.419924736022949
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]ccc23)c1,8.0,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]ccc23)n1,1,-3.643455982208252
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]ccc23)n1,9.0,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,1,-3.538353443145752
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]cnc23)c1,6.93,c1cc(N2CCOCC2)cc(-c2ccnc3[nH]cnc23)n1,1,-3.463648796081543
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]cnc23)n1,7.09,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]cnc23)n1,1,-3.2807958126068115
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnc3[nH]ncc23)n1,7.11,c1cc(N2CCOCC2)nc(-c2ccnc3[nH]ncc23)n1,1,-3.320888042449951
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccncc2)n1,6.93,c1cc(-c2nccc(N3CCOCC3)n2)ccn1,1,-2.7362611293792725
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ccnn2C)c1,5.73,c1cc(-c2cc(N3CCOCC3)ccn2)[nH]n1,1,-2.6333670616149902
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cnc(N)nc2)n1,7.2,c1ncc(-c2nccc(N3CCOCC3)n2)cn1,1,-2.344228744506836
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cncc3[nH]ccc23)c1,8.05,c1cc(N2CCOCC2)cc(-c2cncc3[nH]ccc23)n1,1,-3.669044733047486
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cncc3[nH]ccc23)n1,8.3,c1cc(N2CCOCC2)nc(-c2cncc3[nH]ccc23)n1,1,-3.557947874069214
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cncn2C)n1,6.01,c1cc(N2CCOCC2)nc(-c2cnc[nH]2)n1,1,-2.2927398681640625
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2cnn(C)c2)c1,5.46,c1cc(N2CCOCC2)cc(-c2cn[nH]c2)n1,1,-2.659188985824585
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2nccn2C)c1,5.46,c1cc(N2CCOCC2)cc(-c2ncc[nH]2)n1,1,-2.5199427604675293
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-c2ncnc3[nH]ccc23)n1,7.23,c1cc(N2CCOCC2)nc(-c2ncnc3[nH]ccc23)n1,1,-3.18880558013916
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(C(F)(F)F)nc3ccccc32)n1,7.35,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-4.091947555541992
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(C(F)F)nc3ccccc32)c1,8.3,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-4.201240062713623
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(C3CC3)nc3ccccc32)n1,8.0,c1ccc2c(c1)nc(C1CC1)n2-c1nccc(N2CCOCC2)n1,1,-4.216771125793457
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(CF)nc3ccccc32)c1,8.3,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.9396190643310542
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(CO)nc3ccccc32)c1,7.8,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.358592987060547
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(CO)nc3ccccc32)n1,9.05,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.308835983276367
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2c(N)nc3ccccc32)c1,9.0,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.3613944053649902
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2ccc3ccccc32)n1,8.52,c1ccc2c(c1)ccn2-c1nccc(N2CCOCC2)n1,1,-4.117173194885254
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2ccnc2)n1,6.45,c1cn(-c2nccc(N3CCOCC3)n2)cn1,1,-2.4398910999298096
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2ccnc2Cl)n1,6.48,c1cn(-c2nccc(N3CCOCC3)n2)cn1,1,-3.178982973098755
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3cc(F)c(F)cc32)n1,8.0,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.940349817276001
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3cc(F)ccc32)n1,8.7,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.7663400173187256
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3ccc(C#N)cc32)n1,6.71,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.9348549842834473
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3ccc(F)cc32)n1,8.52,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.749195098876953
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3ccccc32)c1,8.05,c1ccc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.885432004928589
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3ccccc32)n1,8.7,c1ccc2c(c1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.773173332214355
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3cccnc32)c1,7.36,c1cnc2c(c1)ncn2-c1cc(N2CCOCC2)ccn1,1,-3.3295507431030273
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2cnc3cnccc32)n1,6.84,c1cc2c(cn1)ncn2-c1nccc(N2CCOCC2)n1,1,-3.3218302726745605
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2ncc3ccccc32)n1,7.7,c1ccc2c(c1)cnn2-c1nccc(N2CCOCC2)n1,1,-3.2892160415649414
CC1COCCN1c1cc(N=S(C)(C)=O)nc(-n2nnc3ccccc32)n1,7.64,c1ccc2c(c1)nnn2-c1nccc(N2CCOCC2)n1,1,-3.625669479370117
CC1COCCN1c1cc(N=S2(=O)CCC2)nc(-c2ccnc3[nH]ccc23)c1,8.05,O=S1(=Nc2cc(N3CCOCC3)cc(-c3ccnc4[nH]ccc34)n2)CCC1,1,-3.559624433517456
CC1COCCN1c1cc(N=S2(=O)CCCC2)nc(-c2cc(Cl)nc3[nH]ccc23)n1,7.62,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCCC1,1,-3.672434091567993
CC1COCCN1c1cc(N=S2(=O)CCCC2)nc(-c2ccnc3[nH]ccc23)c1,8.1,O=S1(=Nc2cc(N3CCOCC3)cc(-c3ccnc4[nH]ccc34)n2)CCCC1,1,-3.428478479385376
CC1COCCN1c1cc(N=S2(=O)CCCC2)nc(-c2ccnc3[nH]ccc23)n1,8.3,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCCC1,1,-3.451937198638916
CC1COCCN1c1cc(N=S2(=O)CCCCC2)nc(-c2ccnc3[nH]ccc23)n1,8.1,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCCCC1,1,-3.50583553314209
CC1COCCN1c1cc(N=S2(=O)CCN(C(=O)C3CC3)CC2)nc(-c2ccnc3[nH]ccc23)n1,8.52,O=C(C1CC1)N1CCS(=O)(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CC1,1,-3.3457868099212646
CC1COCCN1c1cc(N=S2(=O)CCN(C(=O)CO)CC2)nc(-c2ccnc3[nH]ccc23)n1,8.52,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-2.1708662509918213
CC1COCCN1c1cc(N=S2(=O)CCNCC2)nc(-c2ccnc3[nH]ccc23)n1,7.7,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-2.990083694458008
CC1COCCN1c1cc(N=S2(=O)CCOCC2)nc(-c2ccnc3[nH]ccc23)c1,8.1,O=S1(=Nc2cc(N3CCOCC3)cc(-c3ccnc4[nH]ccc34)n2)CCOCC1,1,-3.444530487060547
CC1COCCN1c1cc(N=S2(=O)CCOCC2)nc(-c2ccnc3[nH]ccc23)n1,8.52,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCOCC1,1,-3.2273244857788086
CCC(=O)N1CCC(S(C)(=O)=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,7.68,O=[SH](=Nc1cc(N2CCOCC2)nc(-c2ccnc3[nH]ccc23)n1)C1CCNCC1,1,-3.490822076797486
CCC(=O)N1CCC(c2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,7.82,c1cc(-c2nc(C3CCNCC3)cc(N3CCOCC3)n2)c2cc[nH]c2n1,1,-3.1122095584869385
CCC(=O)N1CCS(=O)(=Nc2cc(N3CCOCC3C)nc(-c3ccnc4[nH]ccc34)n2)CC1,8.4,O=S1(=Nc2cc(N3CCOCC3)nc(-c3ccnc4[nH]ccc34)n2)CCNCC1,1,-3.1994242668151855
CCC(C)C(NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1)C(=O)O,5.3,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.015702247619629
CCC(CO)(CO)NC(=O)C1CCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1,7.08,c1ccc(-c2cccc(COc3ccc(CN4CCCC4)cc3)c2)cc1,1,-5.274938106536865
