smiles,pic50,scaffold,n_measurements,logS
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,7.16,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-5.253902435302734
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(CO)C(=O)O,7.0,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.5091552734375
COc1cc(C=Cc2cccc(-c3ccc4c(c3)OCCO4)c2C)ccc1CNC(CO)C(=O)O,6.92,C(=Cc1cccc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.718184947967529
COc1cc(C=Cc2cccc(-c3ccccc3)c2)cc(OC)c1CNC(C)(CO)C(=O)O,7.32,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.047120571136475
COc1cc(C=Cc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CN1CCCC1CO,6.41,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCC2)cc1,1,-6.326070308685303
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCC(O)C1C(=O)O,6.34,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-5.677497863769531
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCC1CO,5.57,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCC2)cc1,1,-6.058675289154053
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCCC1(CO)C(=O)O,6.04,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-6.138187408447266
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCCC1C(=O)O,7.22,C(=Cc1cccc(-c2ccccc2)c1)c1ccc(CN2CCCCC2)cc1,1,-6.210580348968506
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,7.32,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.343430042266846
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)C(=O)O,6.77,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.208432197570801
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CCO)C(=O)O,6.89,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.063268184661865
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)C(=O)O,7.3,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-4.688162326812744
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)CO,7.22,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-4.252736568450928
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(=O)O,7.0,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.327855110168457
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCNC(C)=O,6.82,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.258943557739258
COc1cc(C=Cc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCO,6.55,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.642890930175781
COc1cc(C=Cc2cncc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,5.54,C(=Cc1cncc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.916462421417236
COc1cc(C=Cc2cncc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNC(CO)C(=O)O,5.38,C(=Cc1cncc(-c2ccc3c(c2)OCCO3)c1)c1ccccc1,1,-4.561879634857178
COc1cc(C=Cc2cncc(-c3ccccc3)c2C)cc(OC)c1CNC(C)(CO)C(=O)O,5.7,C(=Cc1cncc(-c2ccccc2)c1)c1ccccc1,1,-4.878988742828369
COc1cc(C=Cc2cncc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)C(=O)O,5.41,C(=Cc1cncc(-c2ccccc2)c1)c1ccccc1,1,-4.466731071472168
COc1cc(COc2cc(OCc3cccc(-c4ccccc4)c3OC)ccc2CNCCNC(C)=O)ccn1,4.86,c1ccc(-c2cccc(COc3cccc(OCc4ccncc4)c3)c2)cc1,1,-6.641994953155518
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CC2(C(=O)O)CCC1CC2,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CC6CCC5CC6)cc4)c3)nc2)N1,1,-6.033508777618408
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CCC(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-5.76085901260376
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)nc1CN,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4cccnc4)c3)nc2)N1,1,-6.744189739227295
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)nc1CN1CCC(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CCCC5)nc4)c3)nc2)N1,1,-6.2282562255859375
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)nc1CN1CCC(C)(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CCCC5)nc4)c3)nc2)N1,1,-6.316758155822754
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)nc1CNC1(C(=O)O)CC1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CNC5CC5)nc4)c3)nc2)N1,1,-6.511693954467773
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CN1CC2(C(=O)O)CCC1CC2,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CC6CCC5CC6)cc4)c3)nc2)N1,1,-6.108829021453857
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CN1CCC(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-5.9719133377075195
COc1cc(NC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CN1CCC(C)(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Nc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-6.130716800689697
COc1cc(NCc2cccc(-c3ccccc3)c2C)c(C)cc1CNC(CO)C(=O)O,6.6,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.363367557525635
COc1cc(NCc2cccc(-c3ccccc3)c2C)c(Cl)cc1CNC(CO)C(=O)O,6.97,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.8067145347595215
COc1cc(NCc2cccc(-c3ccccc3)c2C)cc(OCc2cccc(C#N)c2)c1CNC(CO)C(=O)O,6.17,c1ccc(COc2cccc(NCc3cccc(-c4ccccc4)c3)c2)cc1,1,-6.188286781311035
COc1cc(NCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,6.76,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,1,-4.489524841308594
COc1cc(NCc2cccc(-c3ccccc3)c2C)ncc1CNC(CO)C(=O)O,5.58,c1ccc(-c2cccc(CNc3ccccn3)c2)cc1,1,-4.089882850646973
COc1cc(O)c(-c2c(O)cc(OC)c3c2C=CC(C)(CCC2=C(C)CCCC2(C)C)O3)c2c1OC(C)(CCC1=C(C)CCCC1(C)C)C=C2,5.22,C1=CC(CCC2=CCCCC2)Oc2cccc(-c3cccc4c3C=CC(CCC3=CCCCC3)O4)c21,1,-7.2787089347839355
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)cc(OC)c1CNCC(O)CO,6.64,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.451414108276367
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CN1CC(O)CC1C(=O)O,6.95,O=C(Oc1ccc(CN2CCCC2)cc1)c1cccc(-c2ccccc2)c1,1,-4.369999885559082
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CN1CCC(O)CC1,7.11,O=C(Oc1ccc(CN2CCCCC2)cc1)c1cccc(-c2ccccc2)c1,1,-5.881138324737549
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)(CO)CO,7.14,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-3.9387190341949463
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)C(=O)O,7.56,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.787250995635986
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)CO,7.57,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.478696823120117
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCC(O)CO,6.52,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.4808759689331055
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCN(C)C,6.45,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-5.1653313636779785
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,6.05,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.788896560668945
COc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNCCO,6.58,O=C(Oc1ccccc1)c1cccc(-c2ccccc2)c1,1,-4.349790573120117
COc1cc(OC(C)=O)c(-c2c(OC(C)=O)cc(OC)c3c2C=CC(C)(CCC2=C(C)CCCC2(C)C)O3)c2c1OC(C)(CCC1=C(C)CCCC1(C)C)C=C2,4.43,C1=CC(CCC2=CCCCC2)Oc2cccc(-c3cccc4c3C=CC(CCC3=CCCCC3)O4)c21,1,-7.034657955169678
COc1cc(OC(C)=O)cc2c1OC(C)(CCC1=C(C)CCCC1(C)C)C=C2,4.18,C1=CC(CCC2=CCCCC2)Oc2ccccc21,1,-6.40748405456543
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CC2CCC1C(C(=O)O)C2,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CC6CCC5CC6)cc4)c3)nc2)N1,1,-6.037917137145996
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CCC(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-5.7932448387146
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CCC(C)(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-5.787431716918945
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CN1CCCC1(C)C(=O)O,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-5.746500015258789
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CNC(C)(C)C(=O)O,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccccc4)c3)nc2)N1,1,-6.219951152801514
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CNC1(C(=O)O)CC1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CNC5CC5)cc4)c3)nc2)N1,1,-6.2774577140808105
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CNCC(C)(C)C(=O)O,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccccc4)c3)nc2)N1,1,-6.164015293121338
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(C(F)(F)F)cc1CNCC(O)CC(=O)O,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccccc4)c3)nc2)N1,1,-5.900809288024902
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CN1CC2(C(=O)O)CCC1CC2,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CC6CCC5CC6)cc4)c3)nc2)N1,1,-6.240589141845703
COc1cc(OC2CCc3c(-c4cccc(-c5ccc(CNCC6CCC(=O)N6)c(OC)n5)c4Cl)cccc32)c(Cl)cc1CN1CCC(C(=O)O)C1,10.19,O=C1CCC(CNCc2ccc(-c3cccc(-c4cccc5c4CCC5Oc4ccc(CN5CCCC5)cc4)c3)nc2)N1,1,-6.10807991027832
COc1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNCCNC(C)=O,8.22,c1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2)cc1,1,-4.541787624359131
COc1cc(OCc2cccc(-c3ccc4c(c3)OCO4)c2C)cc(OC)c1CNCCNC(C)=O,6.96,c1ccc(OCc2cccc(-c3ccc4c(c3)OCO4)c2)cc1,1,-4.634775161743164
COc1cc(OCc2cccc(-c3ccc4oc(C5CCN(c6ccccc6)CC5)nc4c3)c2C)c(Cl)cc1CN1CCCCC1C(=O)O,4.3,c1ccc(N2CCC(c3nc4cc(-c5cccc(COc6ccc(CN7CCCCC7)cc6)c5)ccc4o3)CC2)cc1,1,-6.426057815551758
COc1cc(OCc2cccc(-c3ccccc3)c2Br)c(Cl)cc1CNCCNC(C)=O,6.13,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-6.972955703735352
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CCCC1CC(=O)N1,7.75,O=C1CC(CCCc2ccc(OCc3cccc(-c4ccccc4)c3)cc2)N1,1,-6.690780162811279
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN(C)CCCC(=O)NO,6.98,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-6.540682792663574
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCCC1C(=O)O,7.12,c1ccc(-c2cccc(COc3ccc(CN4CCCCC4)cc3)c2)cc1,1,-6.160088539123535
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(C)CO,6.72,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-4.542558670043945
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCCCCCC(=O)NO,7.07,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-6.722485542297363
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCNC(C)=O,8.22,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.097386360168457
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCOC1OC(CO)C(O)C(O)C1O,7.22,c1ccc(-c2cccc(COc3ccc(CNCCOC4CCCCO4)cc3)c2)cc1,1,-2.6107046604156494
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC(C)C(O)C(O)C2O)nn1,6.79,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCCCO5)nn4)cc3)c2)cc1,1,-3.752406597137451
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC(CO)C(O)C(O)C2NC(C)=O)nn1,7.52,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCCCO5)nn4)cc3)c2)cc1,1,-3.037419319152832
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC(CO)C(O)C(O)C2O)nn1,6.94,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCCCO5)nn4)cc3)c2)cc1,1,-2.7238528728485107
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC(CO)C(O)C(OC)C2O)nn1,6.45,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCCCO5)nn4)cc3)c2)cc1,1,-3.247274160385132
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OC3COC(c4ccccc4)OC3C(O)C2O)nn1,5.96,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCC6OC(c7ccccc7)OCC6O5)nn4)cc3)c2)cc1,1,-5.9338531494140625
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn(C2OCC(O)C(O)C2O)nn1,6.69,c1ccc(-c2cccc(COc3ccc(CNCc4cn(C5CCCCO5)nn4)cc3)c2)cc1,1,-3.5261902809143066
COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cnnn1C1OCC(O)C(O)C1O,6.77,c1ccc(-c2cccc(COc3ccc(CNCc4cnnn4C4CCCCO4)cc3)c2)cc1,1,-3.603394031524658
COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,6.96,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.175510406494141
COc1cc2c(c(O)c1CC=C(C)C)C(=O)CC(c1ccc(O)cc1)O2,4.01,O=C1CC(c2ccccc2)Oc2ccccc21,1,-5.164309024810791
COc1cc2c(cc1CN1CCCC1C(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,6.86,O=C1c2ccc(CN3CCCC3)cc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.458921909332275
COc1cc2c(cc1CNC(C)C(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,7.77,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.631293296813965
COc1cc2c(cc1CNC(CO)C(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,8.21,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.241474628448486
COc1cc2c(cc1CNC(CO)C(=O)OC(C)(C)C)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,6.53,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.634890079498291
COc1cc2c(cc1CNCC(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,7.45,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.707513332366943
COc1cc2c(cc1CNCCNC(C)=O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,7.33,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-5.4166059494018555
COc1cc2c(cc1CNCCO)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,7.81,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-4.893892288208008
COc1cc2c(cc1OC)N(CCCN1CCN(CCO)CC1)c1cc(Cl)ccc1S2,5.04,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,1,-3.6894612312316895
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,5.75,c1ccc(Nc2ncnc3ccc(OCCCCNCc4ccc(OCc5cccc(-c6ccccc6)c5)cc4)cc23)cc1,1,-6.633634567260742
COc1ccc(-c2cccc(C=Cc3cc(CNC(C)(CO)C(=O)O)ccc3C)c2C)cc1,5.51,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-6.033797264099121
COc1ccc(-c2cccc(C=Cc3cc(OC)c(CNC(C)(CO)C(=O)O)c(OC)c3)c2C)cc1,5.1,C(=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-5.432553291320801
COc1ccc(-c2cccc(COc3ccc(CNC(C)C(=O)O)c(OCc4cccc(C#N)c4)c3)c2Br)cc1OC,5.5,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.537379264831543
COc1ccc(-c2cccc(COc3ccc(CNC(CO)C(=O)O)c(OCc4cccc(C#N)c4)c3)c2Br)cc1OC,5.27,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-6.989393711090088
COc1ccc(-c2cccc(COc3ccc(CNCCNC(C)=O)c(OCc4cccc(C#N)c4)c3)c2Br)cc1OC,5.18,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.519225120544434
COc1ccc(-c2cccc(COc3ccc(CNCCO)c(OCc4cccc(C#N)c4)c3)c2Br)cc1OC,5.1,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.195385932922363
COc1ccc(C2=NN(c3ccccn3)C(=O)C2)cc1,7.77,O=C1CC(c2ccccc2)=NN1c1ccccn1,1,-4.050349712371826
COc1ccc(C2=NN(c3ccccn3)C(=O)C2)cc1OC,8.14,O=C1CC(c2ccccc2)=NN1c1ccccn1,1,-3.879157781600952
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(C=O)cc1,4.31,C(=Cc1cccc(OCc2ccccc2)c1)c1ccccc1,1,-6.878658294677734
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CC(C(=O)O)C2)cc1,4.38,C(=Cc1cccc(OCc2ccc(CN3CCC3)cc2)c1)c1ccccc1,1,-6.081474781036377
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CC(O)C(F)C2)cc1,4.28,C(=Cc1cccc(OCc2ccc(CN3CCCC3)cc2)c1)c1ccccc1,1,-6.36616325378418
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CCC(C(=O)O)C2)cc1,4.41,C(=Cc1cccc(OCc2ccc(CN3CCCC3)cc2)c1)c1ccccc1,1,-5.938345432281494
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CCC(O)C2)cc1,4.05,C(=Cc1cccc(OCc2ccc(CN3CCCC3)cc2)c1)c1ccccc1,1,-5.859432220458984
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CN2CCCCC2C(=O)NCCN)cc1,4.18,C(=Cc1cccc(OCc2ccc(CN3CCCCC3)cc2)c1)c1ccccc1,1,-5.67055606842041
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CNC(C(=O)O)C(C)O)cc1,4.29,C(=Cc1cccc(OCc2ccccc2)c1)c1ccccc1,1,-5.15739631652832
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CNCCNC(C)=O)cc1,4.35,C(=Cc1cccc(OCc2ccccc2)c1)c1ccccc1,1,-5.203224182128906
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(CNCCO)cc1,4.04,C(=Cc1cccc(OCc2ccccc2)c1)c1ccccc1,1,-4.810858726501465
COc1ccc(CNCc2cn(C3OC(C)C(O)C(O)C3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,5.72,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCCCO5)nn4)c3)c2)cc1,1,-3.864673614501953
COc1ccc(CNCc2cn(C3OC(CO)C(O)C(O)C3NC(C)=O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,5.96,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCCCO5)nn4)c3)c2)cc1,1,-3.3734958171844482
COc1ccc(CNCc2cn(C3OC(CO)C(O)C(O)C3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,6.21,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCCCO5)nn4)c3)c2)cc1,1,-2.9582159519195557
COc1ccc(CNCc2cn(C3OC(CO)C(O)C(OC)C3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,6.42,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCCCO5)nn4)c3)c2)cc1,1,-3.3874948024749756
COc1ccc(CNCc2cn(C3OC4COC(c5ccccc5)OC4C(O)C3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,5.53,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCC6OC(c7ccccc7)OCC6O5)nn4)c3)c2)cc1,1,-5.975232124328613
COc1ccc(CNCc2cn(C3OCC(O)C(O)C3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,6.3,c1ccc(-c2cccc(COc3cccc(CNCc4cn(C5CCCCO5)nn4)c3)c2)cc1,1,-3.607558250427246
COc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,4.19,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,1,-4.837206840515137
COc1ccc(Nc2nnc(-c3cccc(-c4ccccc4)c3C)o2)cc1,5.58,c1ccc(Nc2nnc(-c3cccc(-c4ccccc4)c3)o2)cc1,1,-6.4011921882629395
COc1cccc(-c2cccc(-c3ccc(CNCCO)c(OC)n3)c2C)c1,7.9,c1ccc(-c2cccc(-c3ccccn3)c2)cc1,1,-3.6192171573638916
COc1cccc(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CNC(CO)C(=O)O)cc3Cl)c2Br)c1,8.11,c1ccc(-c2cccc(COc3cccc(OCc4ccc5nonc5c4)c3)c2)cc1,1,-6.694116115570068
COc1cccc(-c2cccc(N3CCC(N4CCCC4)CC3)c2C#N)c1,5.78,c1ccc(-c2cccc(N3CCC(N4CCCC4)CC3)c2)cc1,1,-4.826516628265381
