epoch,mol_id,docking_score,smiles,canonical_smiles,pic50,solubility
70,mol330,-13.66,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,9.379849,-6.6693187
70,mol362,-13.66,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.068099,-7.119873
100,mol423,-13.66,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.463284,-6.591564
60,mol41,-13.66,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCC1,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCC1,9.302084,-7.061825
110,mol238,-13.65,COc1n[nH]c(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)c1Cc1ccccc1,COc1n[nH]c(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)c1Cc1ccccc1,8.754781,-7.077305
80,mol335,-13.65,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC[C@@H]1CCCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC[C@@H]1CCCCO1,9.47434,-6.1241174
100,mol483,-13.64,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CC[C@H]6C[C@@H](OC)C[C@@H]6C5=O)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CC[C@H]6C[C@@H](OC)C[C@@H]6C5=O)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.16957,-6.533541
10,mol397,-13.64,CCOc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,CCOc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.025786,-6.4336696
110,mol417,-13.64,COc1ncc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cn1,COc1ncc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cn1,9.587052,-6.5007186
40,mol415,-13.64,COCCOc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCOC1,COCCOc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCOC1,9.043062,-6.14838
20,mol46,-13.63,O=C1CCN(Cc2cncc(-c3cccc(-c4cccc(-c5cnc(O)nc5)c4Cl)c3Cl)c2)N1,O=C1CCN(Cc2cncc(-c3cccc(-c4cccc(-c5cnc(O)nc5)c4Cl)c3Cl)c2)N1,7.4047422,-6.428628
120,mol498,-13.63,Cc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCCO5)c(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,Cc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCCO5)c(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,8.413407,-6.86197
60,mol45,-13.63,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,9.435492,-6.9096284
100,mol434,-13.62,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(-c5cn(C[C@H]6CCCO6)cn5)c4Cl)c3Cl)nc2O)N1,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(-c5cn(C[C@H]6CCCO6)cn5)c4Cl)c3Cl)nc2O)N1,8.905225,-5.8440733
10,mol203,-13.62,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,9.786924,-6.251644
30,mol361,-13.62,Clc1c(-c2cnc3c(c2)CNC3)cccc1-c1cccc(-c2cn(CC[C@@H]3CCCO3)cn2)c1Cl,Clc1c(-c2cnc3c(c2)CNC3)cccc1-c1cccc(-c2cn(CC[C@@H]3CCCO3)cn2)c1Cl,7.8480945,-5.941245
120,mol44,-13.6,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)O5)c(Cl)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)O5)c(Cl)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,8.985835,-7.1067696
80,mol46,-13.6,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CCCO1,9.581099,-6.4351654
80,mol189,-13.6,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.541893,-6.4632244
80,mol364,-13.6,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC[C@@H]1CCCO1,9.505904,-6.1142845
50,mol295,-13.59,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,9.334487,-7.0650387
60,mol58,-13.59,COc1nc(-c2cccc(-c3cccc(-c4cncc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCCC1,COc1nc(-c2cccc(-c3cccc(-c4cncc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCCC1,9.257153,-7.2042866
130,mol233,-13.59,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCC1CCOCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCC1CCOCC1,9.862177,-6.6465173
40,mol150,-13.59,COc1nc(-c2cccc(-c3cccc(-c4cnn(C)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CC[C@@H](OC)CC1,COc1nc(-c2cccc(-c3cccc(-c4cnn(C)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CC[C@@H](OC)CC1,9.339926,-6.605844
130,mol123,-13.58,COc1cc(-c2nccc(-c3cccc(-c4cnc(CNCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,COc1cc(-c2nccc(-c3cccc(-c4cnc(CNCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,9.667915,-5.984451
80,mol369,-13.58,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCc1ccccn1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCc1ccccn1,9.310861,-6.696577
40,mol169,-13.58,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCC1CCCCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCCC1CCCCC1,9.359443,-7.0297365
70,mol357,-13.57,COc1nc(-c2cccc(-c3cccc(-c4cnc(Cc5cncn5CC[C@H]5CC[C@@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(Cc5cncn5CC[C@H]5CC[C@@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.606587,-6.6434197
80,mol209,-13.57,COc1cc(-c2cccc(-c3cccc(-c4cnc([C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1cc(-c2cccc(-c3cccc(-c4cnc([C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.203479,-7.1656036
70,mol190,-13.57,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(C[C@@H]6CCCO6)cn5)c4Cl)c3Cl)c(Cl)c2OCC2CC2)N1,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(-c5cnc(C[C@@H]6CCCO6)cn5)c4Cl)c3Cl)c(Cl)c2OCC2CC2)N1,7.867929,-6.8862047
20,mol391,-13.56,COc1nc(-c2cccc(-c3cccc(-c4cnc(OC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)NC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(OC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)NC1,9.684224,-6.359059
100,mol426,-13.56,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1Cl,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1Cl,9.612157,-6.6086674
60,mol49,-13.56,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CCCO,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CCCO,9.457032,-6.764828
120,mol465,-13.55,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCCC1,9.482419,-6.9205713
10,mol78,-13.55,Cc1ncc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)n4)c3Cl)c2Cl)cn1,Cc1ncc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)n4)c3Cl)c2Cl)cn1,8.632776,-6.1447597
50,mol464,-13.54,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.619749,-6.2950087
10,mol19,-13.54,OCCn1cnc(-c2cccc(-c3cccc(-c4ncc(CNCC5CCC(O)(O)CC5)c(OCC5CCC5)n4)c3Cl)c2Cl)c1,OCCn1cnc(-c2cccc(-c3cccc(-c4ncc(CNCC5CCC(O)(O)CC5)c(OCC5CCC5)n4)c3Cl)c2Cl)c1,8.706812,-6.3854427
130,mol309,-13.54,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCOCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCOCC1,9.840224,-6.4514356
50,mol391,-13.54,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@@H](CO)CC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@@H](CO)CC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNC[C@@H]1CCCO1,9.60497,-6.348067
70,mol123,-13.54,CCOc1nc(-c2ccnc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,CCOc1nc(-c2ccnc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,8.716184,-6.636423
40,mol307,-13.54,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@@H]5CCC(=O)N5)c4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.310117,-6.509144
70,mol220,-13.53,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)cn4)c3Cl)c2Cl)cnc1C[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)cn4)c3Cl)c2Cl)cnc1C[C@H]1CCCO1,9.375754,-6.2913623
120,mol280,-13.52,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1OC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1OC[C@H]1CCCO1,9.210465,-6.96564
10,mol366,-13.52,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)O5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)O5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.394728,-6.209939
90,mol105,-13.52,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@H]5CC[C@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@H]5CC[C@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.66951,-6.737797
70,mol200,-13.51,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CCC[C@H]1CCCO1,9.224358,-6.4205885
20,mol147,-13.51,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5NC(=O)CO5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5NC(=O)CO5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,9.952179,-6.0571146
120,mol396,-13.51,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)O5)c(O)c4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)O5)c(O)c4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,9.205147,-6.3955097
130,mol455,-13.51,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.579305,-6.8205986
30,mol310,-13.51,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.703394,-6.800574
80,mol248,-13.51,COc1cc(-c2cccc(-c3cccc(-c4cnc(CCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1cc(-c2cccc(-c3cccc(-c4cnc(CCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.459798,-6.4983597
40,mol166,-13.5,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC(=O)N5COC(=O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC(=O)N5COC(=O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCCO1,9.16238,-6.314967
70,mol279,-13.5,COc1nc(-c2cccc(-c3cccc(-c4cccnc4Cl)c3Cl)c2Cl)cnc1CC1CCCC1,COc1nc(-c2cccc(-c3cccc(-c4cccnc4Cl)c3Cl)c2Cl)cnc1CC1CCCC1,8.608495,-6.9596715
40,mol188,-13.5,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CC/C=C1/CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CC/C=C1/CCC(=O)N1,9.582977,-6.4418964
130,mol81,-13.5,Cn1cnc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)c1,Cn1cnc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)c1,8.216134,-6.2356396
50,mol63,-13.5,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@@H]5CCCO5)cn4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@@H]5CCCO5)cn4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.509579,-6.343794
70,mol27,-13.5,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,9.546817,-6.4609723
30,mol31,-13.49,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCOCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.69334,-5.3494954
70,mol383,-13.49,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@H]5CC[C@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@H]5CC[C@H](O)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.73035,-6.4874125
30,mol263,-13.49,COc1nc(-c2cccc(-c3cccc(-c4cnc(OC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N(C)C1,COc1nc(-c2cccc(-c3cccc(-c4cnc(OC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N(C)C1,9.525459,-6.4971404
130,mol316,-13.49,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,9.39639,-6.6573954
50,mol139,-13.48,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCc1cnccn1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCc1cnccn1,9.645522,-6.630591
110,mol129,-13.48,COc1nc(-c2cccc(-c3cccc(-c4cncc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cncc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1[C@H]1CCCO1,9.132201,-6.913283
80,mol41,-13.48,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CC[C@@H]2CCO[C@H]2C1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CC[C@@H]2CCO[C@H]2C1,9.411836,-6.6254597
100,mol124,-13.48,Cn1cnc(-c2cccc(-c3cccc(Oc4cccc(CNC[C@H]5CCC(=O)O5)c4Cl)c3Cl)c2Cl)c1,Cn1cnc(-c2cccc(-c3cccc(Oc4cccc(CNC[C@H]5CCC(=O)O5)c4Cl)c3Cl)c2Cl)c1,7.723517,-6.836227
50,mol240,-13.47,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCCC1OCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCCC1OCCO1,9.651891,-6.130019
100,mol439,-13.47,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.813507,-6.278506
10,mol404,-13.47,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1OCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1OCC[C@H]1CCCO1,9.256794,-6.9558735
10,mol30,-13.47,OCc1nc(-n2ncc(-c3cccc(-c4ccccc4Cl)c3Cl)c2O)n(Cc2ccnc(-c3cccc(-c4cncnc4Cl)c3Cl)n2)n1,OCc1nc(-n2ncc(-c3cccc(-c4ccccc4Cl)c3Cl)c2O)n(Cc2ccnc(-c3cccc(-c4cncnc4Cl)c3Cl)n2)n1,7.5844293,-6.848411
60,mol294,-13.47,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCCC1CCCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCCC1CCCC1,9.25492,-6.9113693
60,mol71,-13.46,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1C(=O)N1CCC(=O)NC1,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC[C@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1C(=O)N1CCC(=O)NC1,9.700356,-5.8348517
20,mol82,-13.46,Oc1cncc(-c2cccc(-c3cccc(-c4cnc(Cl)c(O)n4)c3Cl)c2Cl)c1,Oc1cncc(-c2cccc(-c3cccc(-c4cnc(Cl)c(O)n4)c3Cl)c2Cl)c1,7.731798,-6.8126125
80,mol256,-13.46,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@@H]5CCOC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@@H]5CCOC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.654689,-6.4443464
40,mol401,-13.46,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4)c3Cl)c2Cl)cnc1CNCCC1CCCC1,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4)c3Cl)c2Cl)cnc1CNCCC1CCCC1,9.33884,-6.7686195
