SMILES,SMILES_state,Input_SMILES,Tanimoto,NLL
CN(C1=CCC(CC#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.810126582278481,4.75
N#CC1CC=C(N(CCN2CCCC2)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6736842105263158,4.75
CN(C1=CCC(C#N)CC1)C1CCCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.9066666666666666,4.79
CC(C)CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7831325301204819,4.97
N#CC1CC=C(N(CC2CC2)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7529411764705882,5.09
COCCN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7738095238095238,5.1
COC(=O)C1CC=C(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7261904761904762,5.18
CN(C1=CC(C#N)CCC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.75,5.23
CN(C1=CCC(C#N)CCC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.9066666666666666,5.24
CN(C1=CC(C#N)C1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7272727272727273,5.26
CN1CCC(N(C)C2=CCC(C#N)CC2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.4567901234567901,5.31
CN(C1=CCC(C#N)CC1)C1CCN(c2nccc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.75,5.38
CN(C1=CCC(C#N)CC1)[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.9066666666666666,5.41
CN(C1=CCC(N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8026315789473685,5.42
N#CC1CC=C(N(CCCO)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7529411764705882,5.43
N#CC1CC=C(N(CCN2CCCCC2)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6530612244897959,5.45
N#CC1CC=C(N[C@H]2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7037037037037037,5.46
CN(c1nnc(-c2ccccc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7227722772277227,2.18
Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)CC2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.872093023255814,2.5
CN(c1nncc2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7528089887640449,2.61
Cc1nnc(N(C)C2CN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8780487804878049,2.98
CCc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8505747126436781,2.99
Cc1nnc(NC2CCN(c3ncnc4[nH]ccc34)CC2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6736842105263158,3.33
Cc1nnc(NC2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7333333333333333,3.39
CC(C)c1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8314606741573034,3.52
CCN(c1nnc(C)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8505747126436781,3.82
CN(c1nnc(C2CC2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8021978021978022,3.94
CN(c1nnc(-c2ccc(Cl)cc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7087378640776699,3.95
CN(c1nnc(C(F)(F)F)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7934782608695652,3.98
CCCc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8222222222222222,4.13
CN(c1nnc(-c2ccc(F)cc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7087378640776699,4.19
Cc1nnc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1.0,4.49
Cc1nnc(N(C)C2CCN(c3ncnc4[nH]cnc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7752808988764045,4.57
Cc1nnc(N(C)C2CCN(c3ccnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7752808988764045,4.57
CN(c1nnc(-c2ccncc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7227722772277227,4.62
CN(c1ncnc2[nH]ccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6105263157894737,4.64
Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2cc(Cl)ccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.797752808988764,4.65
CN(c1nnc(-c2ccccn2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7227722772277227,4.72
CN(c1ncc(-c2ccccc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6415094339622641,4.81
Cc1nnc(NC2CN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6703296703296703,4.85
CN(c1nnc(-c2cccnc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7227722772277227,4.89
Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccc(Cl)cc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.797752808988764,5.05
COc1ccc2c(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)nnc(C)c2c1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7717391304347826,5.05
Cc1nnc(NC2CCCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6914893617021277,5.05
COCCN(c1nnc(C)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7956989247311828,5.1
Cc1nnc(N(C)C2CCCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.9166666666666666,5.13
CN(c1nccc2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6956521739130435,5.22
Cc1nnc(N(C)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1.0,5.34
COc1ccc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6770833333333334,5.4
CN(c1nnc(-c2ccsc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7448979591836735,5.4
CN(c1nnc(-c2cccc(Cl)c2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7087378640776699,5.43
Cc1nnc(N(C)C2CC(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7111111111111111,5.45
CCCCc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7956989247311828,5.46
CSc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8505747126436781,5.47
CN(c1nnc(C#N)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8295454545454546,5.52
Cc1nnc(N(C)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)c2cccc(Cl)c12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7777777777777778,5.54
COc1cccc2c(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)nnc(C)c12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7526881720430108,5.59
CN(c1nnc(Cc2ccccc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7019230769230769,5.62
CN(C)c1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8314606741573034,5.65
COc1ccc(-c2nnc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c3ccccc23)cc1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7047619047619048,5.68
CN(c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6551724137931034,5.69
Cc1nnc(N(C)C2CCN(c3ccnc4[nH]ccc34)CC2)c2ccccc12,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6947368421052632,5.74
CN(c1nnc(-c2ccoc2)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.7448979591836735,5.76
CN(c1nnc(CO)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.8295454545454546,5.78
CN(c1nnc(-c2ccc(F)cc2F)c2ccccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,Cc1nnc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c2ccccc12,0.6952380952380952,5.85
CN(c1cccc(N2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.797752808988764,3.18
CN(c1cccc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8043478260869565,3.23
CC(=O)N1CCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7708333333333334,3.45
CN(c1cncc(N2CCOCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8314606741573034,3.5
CN(c1cncc(N2CCC(F)(F)CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7956989247311828,3.56
CN(c1cc(N2CCCCC2)cc(C(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7326732673267327,3.65
c1nc(N2CCC(Nc3cncc(N4CCCCC4)c3)C2)c2cc[nH]c2n1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7446808510638298,3.66
Cc1c[nH]c2ncnc(N3CCC(N(C)c4cncc(N5CCCCC5)c4)C3)c12,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7684210526315789,3.67
CN1CCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8131868131868132,3.78
COC(=O)N1CCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7474747474747475,3.94
CN(c1cncc(C(=O)N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.78125,4.02
CN(c1cncc(N2CCNCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8314606741573034,4.1
COC(=O)C1CCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7474747474747475,4.3
CN(c1cc(N2CCCC2)cc(C(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7244897959183674,4.39
CN(c1cccc(N2CCOCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6632653061224489,4.43
CN(c1cncc(C(=O)N2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7741935483870968,4.5
CN(c1cccc(N2CCNCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6632653061224489,4.58
COc1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6853932584269663,4.59
CN(c1cncc(N2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,4.64
CN(c1cc(C#N)cc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7628865979381443,4.7
CN(C)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6703296703296703,4.71
CN(c1cncc(OC2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6979166666666666,4.88
CN(C)C(=O)C1CCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7326732673267327,4.89
Cc1cc2c(N3CCC(N(C)c4cncc(N5CCCCC5)c4)C3)ncnc2[nH]1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7872340425531915,4.97
CN(c1ccc(N2CCCCC2)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,4.99
c1nc(N2CCC(Nc3cncc(N4CCCC4)c3)C2)c2cc[nH]c2n1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7362637362637363,5.01
CN(c1cc(N2CCCCC2)ccn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,5.13
CN(c1cncc(N2CCC(N3CCCC3)CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.78,5.16
COC(=O)c1cc(N2CCCCC2)cc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7254901960784313,5.25
CN(c1cncc(N2CCC(N)CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8131868131868132,5.37
CN(c1ccc(N2CCCCC2)nc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,5.42
CN(c1cc(Cl)cc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7872340425531915,5.5
COC(=O)c1cc(N2CCCCC2)cnc1N(C)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7087378640776699,5.54
CN(c1cccc(N2CCN(c3ncnc4[nH]ccc34)CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.532258064516129,5.57
CN(c1cncc(C(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6559139784946236,5.57
COC(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.648936170212766,5.58
CC(C)c1c[nH]c2ncnc(N3CCC(N(C)c4cncc(N5CCCCC5)c4)C3)c12,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.73,5.61
CN(c1cc(N2CCCCC2)cc(N2CCOCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6727272727272727,5.66
CN(c1cncc(N2CCN(c3ncnc4[nH]ccc34)CC2)c1)C1CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7528089887640449,5.68
CN(c1cncc(N2CC[C@@H](N)C2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7802197802197802,5.7
CN1CCCN(c2cncc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2)CC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8260869565217391,5.7
CN(c1ccc(N2CCCC2)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7582417582417582,5.7
CN(c1cc(N2CCCC2)cnc1Cl)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7608695652173914,5.73
CN(c1cncc(N2CCN(c3ncnc4[nH]ccc34)CC2)c1)C1CCCCC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7604166666666666,5.81
CN(c1cccc(N2CCN(c3ncnc4[nH]ccc34)CC2)c1)C1CCCCC1,1,CN(c1cncc(N2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6095238095238096,5.9
O=S(=O)(NC1CCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7959183673469388,2.6
O=S(=O)(NC1CCCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7475728155339806,2.76
O=S(=O)(NC1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7653061224489796,2.79
O=S(=O)(c1cccs1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6542056074766355,3.8
O=S(=O)(C1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7894736842105263,3.87
O=S(=O)(NC1CCCCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7264150943396226,4.06
O=S(=O)(N1CCOCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6822429906542056,4.16
O=S(=O)(N1CCCC1)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6542056074766355,4.23
O=S(=O)(CC1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7653061224489796,4.41
O=S(=O)(C1CCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.8210526315789474,4.42
CC(C)CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7029702970297029,4.53
O=S(=O)(NC1CCCC1)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7475728155339806,4.67
O=S(=O)(N1CCCCC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6981132075471698,4.72
O=S(=O)(NC1CCCC1)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7475728155339806,4.74
O=S(=O)(NC1CCCC1)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7352941176470589,4.74
CS(=O)(=O)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7634408602150538,4.75
O=S(=O)(N1CCCCC1)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CN(C1CCC1)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6363636363636364,4.77
