SMILES,SMILES_state,NLL,pIC50_pred,solubility_pred,SA_score,valid_mol
CC(OCc1ccccc1-c1cccnc1)C(F)(F)F,1,23.93,6.8894176,-4.000459,2.650535624552555,True
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccccc2Cl)C1,1,13.73,6.813741,-3.105601,2.836255622234999,True
CN1CN(C)C(=O)NC1=O,1,12.22,6.854003,-0.35285828,3.1929877098707795,True
CCN1Cc2cccc(c2)Nc2c[nH]c(=O)nc21,1,18.84,6.855913,-2.9763398,4.167987163296063,True
Cc1ccn(CCC(=O)N2CCOCC2)n1,1,15.64,7.0942535,-0.7556566,2.2067645288600364,True
CN(CC1CCCO1)CC1OCCO1,1,11.05,6.815738,-0.092891775,3.177163393947331,True
NC(=O)Nc1cn(CC(=O)N2CCN(CCN3CCSCC3)CC2)nc1NC(N)=O,1,20.09,6.8856897,-2.320488,2.8805486028739367,True
CN1CCN(CC(C)(C)CO)CC1,1,11.21,6.650746,0.72042894,2.2745984313275063,True
N#CCN1CCN(CC2CCN(C(=O)Nc3ccccc3)CC2)CC1,1,17.84,6.1550417,-2.4632604,2.1523774743220585,True
NC(=O)c1n[nH]c2cc(N)nc(C3=CCN(C(=O)CCl)CC3)c12,1,26.63,6.690838,-2.2702003,3.2216392922046033,True
COCC(O)CN1CCN(CC2(O)CCNC2)CC1,1,19.07,6.6069336,0.04906018,3.370375809033793,True
O=C(CCCCCCCC(=O)NO)NO,1,13.23,7.2642007,-1.8355277,2.1051864021059803,True
COCCN(C)C1CCCN(CCc2ccccn2)C1,1,14.26,6.233192,-0.750306,2.6575602456211413,True
Cc1cnn(CC(=O)N2CC=C(c3cccnc3)CC2)c1,1,21.0,6.5045867,-2.2488139,2.498936936951715,True
CCC(CC)n1cc(-c2nc(-c3cnn(CCOC)n3)cc3ncccc23)cn1,1,21.43,7.029597,-3.8127964,3.0128390973454007,True
CN1CCC(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)CC1,1,18.2,7.667475,-3.13448,3.210503559167444,True
COCCn1cc(-c2ncn(CCOC)n2)cn1,1,8.98,6.978011,-1.0419778,2.634075485163512,True
COCCNCc1ccc(-c2cccc3ncccc23)o1,1,16.66,7.2654505,-2.451584,2.1211418834594653,True
Nc1n[nH]c2ccc(-c3n[nH]cc3CN3CCC(O)C3)cc12,1,18.28,6.7127843,-2.252576,3.397877149259962,True
CC(C)(O)C(=O)OC1CCN(CCn2cc(NC(=O)c3cnn4cccnc34)cn2)CC1,1,19.73,6.9811187,-2.7299793,2.8627608970873997,True
Cn1cc(-c2nc(-c3cnn(C4(CC#N)CN(S(=O)(=O)C5CCOCC5)C4)c3)cn2CCC#N)cn1,1,21.15,7.4442925,-3.088435,3.618013670549275,True
COC(=O)C1CCN(CCN2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4c(C)nn(C)c4C)n3)CC2)CC1,1,15.92,8.077657,-2.9491348,3.149707414314782,True
CC(=O)NCCN1CCN(CC(=O)N2CCOCC2)CC1,1,15.45,6.632551,-0.26747823,2.026548235816785,True
CN1CCCN(C(=O)Cn2ccnn2)CC1,1,13.57,6.698446,-0.21536663,2.365312020498834,True
Cc1nsc2nc(Nc3ccc(C(=O)NC4CCN(C(C)C)CC4)cc3)ncc12,1,17.59,6.680247,-3.669489,2.589263624023543,True
CN1CCN(C(=O)CN2CN(C3CCCCC3)Nc3ncccc32)CC1,1,24.54,6.2041554,-2.1008987,2.907582930759208,True
CC(=O)N1CCC(NC(=O)c2ccc(NC(=N)N)cc2)CC1,1,13.57,6.8578672,-1.6599896,2.070159170553719,True
CC(CO)Nc1cc2c(=O)[nH]ccc2c(N2CCOCC2)n1,1,18.2,6.873925,-1.6160603,3.093022032501719,True
c1cc(NC2=NCCCN2)ccn1,1,15.13,6.744699,-1.2061986,2.5441332411330873,True
COCCOCC1(O)CCC(c2nnn3cnc4[nH]ccc4c23)CC1,1,16.37,6.441952,-2.1844363,3.346502026482227,True
COCNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F,1,20.96,6.3034167,-3.7653465,3.7493907756785934,True
CC(=O)N1CCC(NCc2cnccc2N(C)C)CC1,1,10.4,6.6255407,-0.70029384,2.3681957404463816,True
CCCS(=O)(=O)Nc1cccc(-n2ccc3cnc(Nc4ccc(N5CCN(CC)CC5)nc4)nc32)c1,1,24.79,6.83279,-3.7960482,2.754756110687275,True
CN1CCN(C(=O)Cn2cc(Nc3ccn4ncc(-c5ccc(C(=O)NCC#N)cc5)c4n3)cn2)CC1,1,11.56,7.188989,-3.543275,2.8552028396592366,True
COCCNC(=O)NCc1cnn(C)c1C,1,11.16,6.9682703,-0.7119227,2.1972344893343454,True
CC(C)c1cccc(C(C)C)c1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,1,13.78,7.6574903,-5.8501854,3.279530207924112,True
CCNC(=O)c1cnc(OC)c2[nH]c3cc(C(=O)N4CCOCC4)ccc3c12,1,24.39,7.0363593,-3.5800538,2.533755813893432,True
CCCNS(=O)(=O)c1cccc(-c2cn3cccnc3n2)c1,1,19.74,6.415531,-3.006939,2.332659620923021,True
CCn1c(=O)[nH]c2[nH]nc(-c3ccc(C(=O)N4CCOCC4)cc3)c2c1=O,1,18.93,6.8722587,-3.2441025,2.6315585292705883,True
O=C(O)CCN1CCC(n2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,1,19.53,7.32238,-4.6109495,2.9900664579180454,True
C=CC(=O)N1CCN(CC)C(CCO)C1,1,16.24,6.4714737,-0.39292738,3.046361142818961,True
CNC(=O)c1cc(Nc2cc(C)[nH]n2)cc2[nH]c(=O)n(C)c12,1,17.4,6.9401345,-2.9530103,2.72959927143644,True
CN(CCO)C(=O)CN1CCOCC1,1,14.02,6.991569,0.6253731,2.0924628342128493,True
CN1CCN(C(=O)CNC2CCN(CCn3cc(-c4ccc5cnn(C)c5c4)c(-c4ccncc4)n3)CC2)CC1,1,20.4,7.4591565,-2.6094809,2.9213308201046573,True
CCS(=O)(=O)CCN1CCOCC1,1,14.55,6.795486,-0.36198702,2.179247442316518,True
Cc1cnc(C2(O)CCCN(S(=O)(=O)CC3CC(N(C)c4ncnc5[nH]ccc45)C3)C2)cn1,1,18.27,7.8428354,-3.3599837,3.9009510642082983,True
c1ccc(-c2nccc(CN3CCN(C4COC4)CC3)n2)cc1,1,20.3,6.343518,-2.3360972,2.23256805351682,True
Cc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3ccc(-c4ncnc5[nH]ccc45)c3)C2)CC1,1,12.54,7.685158,-4.368661,3.3937250538936006,True
Cc1c(-c2cccc(O)c2)nn(C2(CC#N)CCN(CC(=O)N3CCOCC3)CC2)c(=O)c1N,1,19.13,6.876266,-3.101353,3.172307053961478,True
N#CCC(=O)N1CCSCC1,1,7.64,6.8694324,-0.33311984,2.6750454975875524,True
Cc1cnc(Nc2cccnc2)nc1N1CCC(C)(COC(=O)N2CCOCC2)CC1,1,16.88,7.0844374,-3.2128856,2.8223683189870137,True
CN1CCN(C(=O)Nc2cnc3[nH]ccc3n2)CC1,1,12.91,6.727163,-2.1569698,2.5007448875804617,True
N#Cc1cc(-c2cc(N)ncn2)ccc1OC1CCNCC1,1,9.08,6.9614344,-3.0077255,2.6129252802636795,True
CN(C)N(C)C,1,9.24,7.2367926,0.7014592,2.403118582931766,True
O=C(CN1CCOCC1)Nc1cnn2ccc(N3CCCC3c3ccncc3)nc12,1,17.98,6.8728313,-3.4914045,3.1293038106584135,True
CN1CCN(C(=O)Cn2cc(Nc3nc(N4CCOCC4)c4ccnc(N5CCN(C(=O)C6CCOCC6)CC5)c4n3)cn2)CC1,1,13.0,7.911985,-2.8461208,3.1464089919229243,True
OCc1ccnc(CO)c1CO,1,11.99,7.36404,-0.22359647,2.661498204764481,True
CN1CCN(S(=O)(=O)c2ccc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)nc2)CC1,1,7.98,7.812729,-2.5554266,3.249423843415629,True
CONC(=O)c1cnn2cccnc12,1,13.33,6.641186,-1.8530546,2.5242925087690598,True
CN(C)CCN(C)C1CCCN(C(=O)N2CCC(O)CC2)C1,1,18.76,6.2327695,-0.98308665,2.913172708055674,True
N#Cc1ccc(N2CCC(OC(=O)N3CCN(CCCO)CC3)CC2)nc1,1,18.87,6.43813,-2.0157242,2.432985133435654,True
Cc1ncoc1COC1CCN(C(=O)CCO)CC1,1,21.76,7.06825,-1.2611982,2.789251507627082,True
CC(C)(C)OCC(=O)N1CCN(CCO)CC1,1,10.49,6.6933017,-0.15911022,2.1894786219743363,True
NC(=O)c1cnc(Nc2cnn(CCO)c2)nc1NCc1ncccc1C(F)(F)F,1,16.56,6.489441,-3.6034777,2.827785021749179,True
COC(=O)C1(C)CCCC1(C)C,1,16.58,6.6699243,-2.3088808,3.2451572874140453,True
CN1CCN(C(=O)C(F)F)CC1,1,11.49,7.2036104,0.48242038,2.2647896383309156,True
NC(=O)c1cnn2ccnc2c1NCCN1CCOCC1,1,22.04,6.6283193,-1.6212549,2.601736684744907,True
Cc1cnn(CC(=O)N2CCC(C)(COC(=O)N3CCOCC3)CC2)c1,1,15.59,6.254211,-1.7743297,2.7118378054719763,True
COc1c(CC=NC(=O)CCc2ccnnc2)ccc(O)c1F,1,31.0,5.9905252,-3.2079582,3.203918944571467,True
CNC(=O)c1cnc(N2CCN(CC(=O)N3CCOCC3)CC2)c2nc(Nc3cnn(CC(=O)N4CCN(C)CC4)c3)ccc12,1,9.43,7.9745793,-2.344367,3.0554897900762077,True
CCOC(=O)C(C)Sc1ncccn1,1,21.09,6.5355268,-2.030107,2.6161410530612006,True
NCc1ccc(NC(=O)C2CC2)nc1,1,18.36,6.9389696,-1.5126832,1.9415149052187655,True
CN(CCCN1CCN(C(=O)c2ccccc2)CC1=O)CC1CCCO1,1,24.92,6.251151,-1.4971215,2.6955060988445574,True
Cn1nccc1S(=O)(=O)N1CCC(N2CC(CC#N)(n3ccc(-c4ncnc5[nH]ccc45)c3)C2)CC1,1,18.6,7.517653,-3.7322469,3.6308513589031826,True
CN(c1ncnc2[nH]cnc12)C1CC(CS(=O)(=O)c2nccs2)C1,1,14.97,6.7735996,-2.7798195,3.4414590483339094,True
CCN(CC)C(=O)CN(C)CC1CCCO1,1,18.47,6.726536,-0.64896077,2.6811928050089495,True
CN(CCCO)CC1CC1N(C)C,1,17.44,6.68215,0.42206344,3.5272221466536333,True
O=CN1CCCC(n2nc(Nc3ccc(C(O)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)C1,1,19.18,7.042868,-4.3152547,3.9315670854688793,True
N#CCC1CCN(c2ncnc3c2ncn3C2CN(Cc3cccnc3)CC(CO)O2)CC1,1,23.92,7.4974775,-2.9963253,3.717625431393782,True
CNC(=O)c1c2cc3ccccc3c-2[nH]c2ncc3cc(OCCN4CCOCC4)ccc3c12,1,31.65,6.696864,-4.8461146,2.7978686308845546,True
CN1CCN(c2ncc(-c3ccccc3)n3nc(Nc4cnn(CC(=O)N5CCN(CCO)CC5)c4)nc23)CC1,1,8.85,7.99719,-2.549333,2.9020302283886803,True
OCCNCC1CN(CC2CCOCC2)C1,1,13.99,6.7758794,-0.7736855,2.4973290773550207,True
Cn1cc(-c2cccnc2CCNC(=O)C2CC2)cn1,1,19.95,6.8182583,-1.68321,2.3418153905331387,True
Cc1cnn(CC(=O)N2CCC(N(C)Cc3nccn3C)CC2)c1,1,17.4,6.051815,-1.5258853,2.5969230754832324,True
COC(=O)c1c[nH]c2ncnc(-c3ccccc3)c12,1,14.12,7.093997,-4.0413456,2.235095097370671,True
Nc1nccc(Nc2cnn(CC(=O)N3CCOCC3)c2)n1,1,21.93,6.89046,-2.1413388,2.5018445110329104,True
CN1CCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)CC1,1,17.95,6.765169,-1.8908368,1.934665123158391,True
OC1CCOCCCO1,1,16.18,7.531841,1.0389004,3.17045297163604,True
COc1cc(C(=O)N2CCOCC2)cc2ncccc12,1,15.89,7.0592117,-2.1004827,1.9369051853118613,True
O=S1(=O)CCN(CC2CCC(NCCc3cccc4cnccc34)CC2)CC1,1,34.87,7.0121427,-2.7631025,2.59825444897786,True
N#Cc1c(N)nc2c(N3CCC(CO)CC3)cccn12,1,17.37,6.772044,-2.494253,2.8725263217072285,True
CC(C)(C)OC(=O)N1CCC(CSCCNCc2ccnc(N3CCOCC3)c2)CC1,1,24.91,6.226904,-3.021017,2.60905305537422,True
COCCn1c(=O)c2cncn2c2c(=O)[nH]ccc21,1,15.91,7.220593,-1.9403733,2.9139002255757998,True
COC1CCN(C(=O)N2CC(N(C)C)C3(CCN(C(C)=O)CC3)C2)CC1,1,18.73,6.0150104,-0.9530751,3.90024332361007,True
Cc1[nH]cnc1C1CCN(CCCN2CCCC2=O)CC1,1,23.42,6.0603714,-2.0061095,2.5131893959681104,True
CN(CCC#N)CC1CCC(=O)O1,1,14.66,6.9109907,-0.10424025,3.2386389747743385,True
CC(C)C(CO)Nc1ccc(-c2ncnc3[nH]ccc23)cc1,1,19.39,6.920214,-3.203121,2.872608845688532,True
COCC1CNC(=O)C(CC(=O)N2CCOCC2)N1,1,18.3,6.80581,-0.60697067,3.4980809372389228,True
CCCCC(=O)OCC(COC(C)=O)OC,1,22.87,6.770313,-1.8466612,2.6436694353553474,True
NC(=O)c1cc(-c2ccccc2)nc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12,1,12.0,6.731153,-4.649038,2.2988490990511874,True
CN1CN(CCO)C1,1,17.04,6.692123,1.1353089,2.7101786599852495,True
CCc1ccccc1-n1cc(C(N)=O)c2[nH]nc(N)c2c1=O,1,19.7,6.7241254,-2.7010303,2.7250481995575004,True
CN1CCC(C(=O)OC2CCC3CCC(C2)N3CCO)CC1,1,25.23,6.0891314,-1.2488182,4.107290796769183,True
COCCN1CC2CCCC2(COCC2CC2)C1,1,13.72,6.5303965,-1.6666332,3.597656098207306,True
CN1CCC(N(C)c2ccnc(-n3ccnc3)n2)CC1,1,10.12,6.5572743,-1.2441318,2.68754099433043,True
C=CC(=O)N1CCCC(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)C1,1,15.5,7.3179784,-4.04371,3.418784082872662,True
c1ccc(OCCn2cccn2)nc1,1,18.51,7.0426188,-1.5325001,2.139069596681148,True
CS(=O)(=O)CCC(=O)N1CCC(Oc2ccc(-c3cc(N)ncn3)cc2C#N)CC1,1,17.2,6.8553557,-3.3351488,2.7181762305403883,True
O=C(CO)N1CCC(N2CCC(N(C(=O)Nc3cccc(F)c3)c3cccnc3)C2)CC1,1,19.67,6.916831,-3.3620918,3.088298258131349,True
O=C(Nc1cncc(Cl)c1)N1CCN1,1,21.9,6.5598464,-2.438577,2.7375196389465764,True
CNC(=O)c1c[nH]c2ncnc(-c3cnn(C4CCNCC4)c3)c12,1,15.55,6.657584,-2.8962686,2.996914782011997,True
CN1CCN(C(=O)N2CC3CCC(C2)N3CCCCO)CC1,1,19.17,6.0242968,-0.4886223,3.876812985641207,True
NC(=O)c1c(Nc2ccc(OCCN3CCOCC3)nc2)nn2ccccc12,1,9.97,6.915497,-2.8963017,2.6557818410979355,True
COC(=O)NCCNCc1nc(-c2cnn(C)c2)cnc1N(C)C,1,8.11,7.3922634,-1.5712816,2.829585961280488,True
CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)CCO)C1,1,13.65,6.7514067,-1.8932302,3.0466466863166435,True
CC(SC(C)(C)C)C(=O)O,1,19.65,6.987406,-1.4615743,3.184260899133334,True
CNC(C)C(=O)NCC1CCCCC1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,1,23.75,6.2360044,-3.3000894,3.297329573947902,True
c1cc2cc(c1)NC(c1c[nH]c3ncncc13)=NCC2,1,20.92,6.885078,-2.8681839,3.8930359942340464,True
COc1ccc(-c2cnc(N3CCOCC3)c3nc(Nc4cnn(CC(=O)N5CCC(N(C)C)CC5)c4)nn23)cc1,1,9.29,7.608608,-3.2492802,2.988701203285963,True
CCOC(=O)N1CC=C(C2=CNc3cc2ccn3)CC1,1,14.94,6.7941494,-2.9610245,3.8124797077618986,True
CNC(=O)c1cnc(N2CCC(O)CC2)c2nc(Nc3cnn(CC(=O)N4CC(C)OC(C)C4)c3)ccc12,1,18.5,7.7045093,-3.0207155,3.7298051400884065,True
CS(=O)(=O)N1CCc2cc(S(=O)(=O)CC(F)(F)F)ccc21,1,22.25,6.782889,-2.3843956,2.5346408232293722,True
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccc(Cl)cn2)C1,1,16.12,6.790242,-3.7132888,3.0645881828250943,True
CN(C)CCn1c(=O)c2[nH]ccc2c2c[nH]c(=Nc3ccc(NC(=O)C(C)(C)C)nc3)nc21,1,34.22,7.2034645,-3.8336587,3.4198020821874175,True
Cc1cc2ncc(C(=O)N3CCOCC3)c(N)n2n1,1,15.36,7.1205325,-1.820816,2.492330994806567,True
CCOC(=O)C1CCN(CC(=O)Nc2cn(C)nc2C(N)=O)CC1,1,19.54,6.4171157,-2.3649626,2.2541090277662423,True
Cc1cc(Nc2ncc(C)c(-c3cnn(CCN4CCOCC4)c3)n2)ccc1C(C)(C)C(N)=O,1,27.6,6.8533535,-3.5693874,2.8848089770384,True
COCCOc1ncnc2c1ccn2CC(=O)NCC1CCN(C)CC1,1,20.22,6.668867,-1.8191091,2.572231951002122,True
COCC(O)CN1CCCN(CCO)CC1,1,12.26,6.9752207,0.29713923,2.5439315462676895,True
Cc1cc(Nc2cc(N3CCC(O)CC3)ncn2)ccc1OCCN(C)C,1,18.63,6.4129086,-3.1992567,2.4109281596402194,True
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(Cc3ccn[nH]3)CC2)CC1,1,19.83,7.497043,-3.4083405,3.1510992184750446,True
CC(CO)COc1cncc(-c2cnn3ccccc23)n1,1,12.74,7.295658,-2.7230823,3.1877928451976825,True
CCN1CCN(CCN(CCOC)CCn2nc(-c3cnn(C)c3)cc2C)CC1,1,18.75,6.1247826,-1.5275376,2.644468072587026,True
CN(C)C(=O)N1CCOCC1,1,10.6,6.975934,0.3318424,2.0535680286049214,True
CC(Br)C(CNC1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cncnc3)n2)CC1)N(C)C,1,33.73,7.0189686,-3.3708742,4.380315123839392,True
CC(=O)NCCCCCC(=O)NCCCCCCCNC(=O)c1ccc(NC(=N)N)cc1,1,21.12,6.6779017,-2.8529594,2.2772555885497834,True
COc1nc(N)nc(-c2cnn(C)c2C)c1OCCNCc1cccnc1N(C)C,1,14.29,7.3884645,-2.6765082,2.929147109661269,True
N#CCC1(CO)OCCO1,1,12.55,7.4766235,0.52802044,3.5557611249172716,True
CN1CCN(C(=O)CCOc2ccc(Cl)cc2)CC1,1,14.07,6.578299,-1.9815202,1.7381745845501566,True
COc1ccc(OCCCCCCC(=O)NO)cc1,1,14.15,6.91068,-3.1649694,1.7324335589091326,True
O=C(NC1CCOCC1)c1cnn2cccnc12,1,12.46,7.232339,-1.8399366,2.362240970258968,True
Cn1cccc1C(=O)N1CCCC(O)(C2CC2)C1,1,17.84,6.9245605,-1.7261616,3.087751419988197,True
COC1(CCO)CN(C)CCN1C,1,20.22,6.712719,0.8983201,3.7933968868622507,True
COCCn1c(C)cc(C(=O)COC)c1C,1,7.41,6.9275413,-0.8472524,2.141955988765149,True
COCCN(C)CC1CN(Cc2noc(C)n2)CCO1,1,11.62,6.445325,-0.24199954,3.0395694735982453,True
COCC(C)(O)c1nccs1,1,21.26,6.9975557,-0.4253393,3.396409561062743,True
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCN(CCn3cncn3)CC2)CC1,1,12.08,7.468985,-3.018851,3.0442747987167227,True
N#CC1(CO)CCCN(CCC(=O)N2CCOCC2)C1,1,21.74,6.64135,-0.7477546,3.204540323800675,True
CC(=O)N1CCN(C(=O)C(CC(C)C)n2cc(Nc3ccncn3)cn2)CC1,1,29.82,6.4319816,-2.3616514,3.1457267791652743,True
c1cc(-c2nn[nH]n2)cc(-c2cccn3nc(Nc4ccc5c(c4)OCCO5)nc23)c1,1,27.17,6.4807186,-5.281003,2.6575692122872603,True
COc1ncccc1OCCNCc1cncnc1N(C)C,1,9.35,7.343885,-1.698705,2.5567409396043406,True
CCNC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12,1,15.53,6.371045,-3.912858,3.1829996373060965,True
COC(=O)c1cccc(NC(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ccnc6[nH]ccc56)cn4)C3)CC2)n1,1,14.31,7.7459393,-4.79939,3.26281751935858,True
N=C(OC1CN(C(=O)CO)CC1O)N1CCCCC1,1,22.34,6.7950997,-0.9609466,3.6834923063729326,True
CN(c1ccnc2[nH]cnc12)N1CCCC(C(=O)NCc2cccnc2)C1,1,21.46,6.7611923,-2.6077883,3.3866553229229117,True
CN(C)CCN(C)C1CCN(C(=O)Cn2cccn2)CC1,1,13.34,6.2614202,-1.0969024,2.4165979880984008,True
Nc1ccccc1-c1nc2nccnc2[nH]1,1,18.22,7.3027215,-3.2338896,2.4792191791126523,True
O=C(NCc1cnccc1CO)C1CC(F)CN1C(=O)Nc1cccnc1,1,19.72,6.6401553,-2.696623,3.351852294546765,True
CCN1CCN(c2ncc(-c3ccccc3)c3oc(Nc4cn(CCC(=O)N5CCC(N(C)CCO)C5)nn4)nc23)CC1=O,1,20.31,7.681299,-3.2992787,3.867864303832386,True
COCCNC(=O)c1ccc(NC(=O)N=C(N)N)cc1,1,12.89,7.0935044,-2.06446,2.0698335576292006,True
N#CCCOCCOCCNC(=O)c1cnn2ccccc12,1,15.75,7.397522,-2.1511223,2.540105328340603,True
Cc1cnc(N2CCN(CC(=O)N3CCOCC3)CC2)c2nc(Nc3cnn(CC(=O)N4CCN(CCC#N)CC4)c3)ccc12,1,12.73,8.199221,-3.0080688,3.114554774944539,True
COCCNC(=O)c1cc(OC2CCN(C(=O)CO)CC2)c(C)cn1,1,17.3,6.5235686,-1.6512405,2.4648398076052143,True
Cc1nc(-n2nc(C=NO)n(C)c2=O)sc1C(N)=O,1,20.55,6.8915153,-2.2783296,3.3074769978231595,True
CCCN(CC)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,1,17.62,7.6021276,-5.8090787,3.1154335189054345,True
Cc1nccc(Nc2nccc3c2cnn3C2(CC#N)CCCOC2)n1,1,18.33,7.1562567,-3.5746825,3.741397944998404,True
CNc1cncnc1N,1,9.66,6.7216535,-0.77103627,2.611457545687095,True
Cc1ccc(NC(=O)N2CCN(C)CC2)nc1N1CCOc2ncncc2C1,1,13.66,6.837136,-2.043017,2.8561306215857396,True
CN(CC1CCCO1)c1ncnc2[nH]ccc12,1,12.55,6.9418154,-2.197876,3.0759582681445297,True
COC1CN(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)C1,1,10.48,6.6907015,-2.8032548,3.1396131090863424,True
O=C(CO)N1CC(O)C(Oc2ccc(Cl)cn2)C1,1,17.24,6.8015423,-1.734536,3.3347048556037553,True
Cn1nc(NC(=O)C2CC2)cc1-c1ccc(=O)n(C)n1,1,15.73,6.7952347,-2.4503572,2.591264606580248,True
Cn1ccc(N2CCOCC2Nc2nccnc2C#N)n1,1,25.06,7.115844,-1.7028452,3.667487170544467,True
CC(C)n1nc(NC(=O)OCCN2CCOCC2)c2ccncc21,1,19.35,6.8899255,-2.2380664,2.6403157471338314,True
N#Cc1cc(-c2cc(N)ncn2)ccc1OC1CCN(C(=O)CO)CC1F,1,10.71,6.683878,-3.1453004,3.5961037720166633,True
CC1CC(C)CN(C(=O)CN2CCN(CC(=O)N(C)C)CC2)C1,1,11.84,6.1415987,-0.9305702,2.9097274443439147,True
CC(O)C(=O)N1CCCN(C(=O)CO)CC1,1,15.47,7.10648,-0.23447707,2.606149578468049,True
N#Cc1cc(-c2ncnc(Nc3ccc(OCCN4CCOC4)cc3)n2)ccc1OC1CCOCC1O,1,20.2,6.857432,-3.94609,3.68474112370225,True
O=C(NC(CO)CO)c1cnn2ccc(N3CCCC3c3ccncc3)nc12,1,19.11,6.815448,-2.6289668,3.2330952309666365,True
CCc1nnc(CN(C)C2CCN(C(=O)c3ccccc3)C2)o1,1,20.63,6.110918,-2.493273,2.71036662011697,True
COC(=O)c1cc(Nc2ccc3c(c2)CN(C)S3(=O)=O)c2cnn(C3CCN(CCC#N)CC3)c2c1,1,24.24,7.238244,-4.381675,3.139796023490451,True
CCCC1CCN(C(=O)CCC(=O)N2CCOCC2)CC1C(=O)O,1,21.66,6.4274654,-1.577454,3.051815161271204,True
CCNCc1ncn(C)c1CO,1,15.58,6.9006853,0.47417492,2.9053457572120323,True
Cc1ccc(OCC(=O)NN(C)C)cc1,1,14.44,6.899042,-1.643505,1.8571207360647044,True
Cc1[nH]nc2ccc(-c3c(C#N)c(-c4csnn4)nn3CCNCCO)cc12,1,35.64,6.614012,-3.7455533,3.263041732696852,True
COc1ncc(-c2cccc3nc(Nc4ccnc(F)c4)nn23)cn1,1,21.27,6.229611,-4.361559,2.770517200349456,True
COC(=O)NCCNCc1nc(N)ncc1N(C)C,1,12.65,7.517289,-1.0373784,2.653272908021558,True
CN1CCCN(C(=O)NC2CCOCC2)CC1,1,14.18,6.8450017,-0.61041796,2.1453284342738375,True
CN(c1cnccn1)c1ccc(CNC2(CC#N)CN(C3CCN(C(=O)C4CCCN4C)C3)C2)cc1F,1,33.12,7.527536,-3.397156,4.012118242363406,True
Cn1cc(-c2cnc(N)c(-c3cnn(CCO)c3)n2)cn1,1,14.99,7.275519,-1.7643405,2.7612343896629383,True
CN(CCCCOc1ccc2c(c1)CCC(=O)N2)c1cccnn1,1,25.61,6.603483,-3.093486,2.517388847946062,True
COCCN(C)c1ccnc2[nH]ccc12,1,15.32,6.7336035,-1.7446253,2.517648324528425,True
O=C(O)Cn1ccc(-c2ccn(CCNCC(F)(F)F)n2)n1,1,23.08,6.556686,-2.438471,2.805828023012735,True
CN(c1ncc(C(N)=O)c2ncncc12)C1CCN(C(=O)c2cccnc2)CC1,1,20.42,6.8870063,-2.8035133,2.731632113365526,True
Cc1cncc(C(=O)N2CCC(N3CCOCC3)C(CO)C2)c1,1,23.99,6.305355,-1.3504584,3.2054174543339258,True
N#Cc1cc(-c2cc(N)ncn2)ccc1OC1CCCN(C(=O)CO)C1,1,13.8,6.597665,-3.0296364,3.0978333919838494,True
COC(=O)Cc1ncnc2cc(-c3ccccc3)sc12,1,23.15,6.708589,-3.9776876,2.3375054505638513,True
CC(O)(c1ccc(S(=O)(=O)N2CCN(CCCOC(=O)c3ccccc3F)CC2)cc1)C(F)(F)F,1,28.25,7.106208,-4.0093412,2.8599570375548407,True
CN(Cc1ccccn1)c1ncnc2c1cnn2CC(O)CO,1,19.9,7.006055,-1.9545778,3.095830955781304,True
CCNC(=O)c1ccn(C2CNCCC2C#N)n1,1,16.24,6.721663,-1.6101474,3.6817027741557915,True
COc1cc(Nc2ccnc(N3CCN(C(=O)CC#N)CC3)n2)ncn1,1,20.16,6.7323937,-3.5267515,2.668813489463661,True
O=C1Nc2cccc(c2)CCO1,1,13.31,6.895869,-1.8623208,3.4855301118987985,True
O=C(Nc1cnc(C2CC2)nc1)N1CCCC1CN1CCOCC1,1,17.41,6.2702003,-2.201973,2.9450371935906947,True
